Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Analyst,Full-Time,Senior,Expert,131685,United States Dollar,United Kingdom,131685,United Kingdom,Medium,2023
Machine Learning Researcher,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,172000,United States Dollar,United Kingdom,172000,United Kingdom,Medium,2023
Research Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022
Data Scientist,Full-Time,Entry,Junior,105000,Canadian Dollar,Canada,77791,Canada,Large,2023
Data Scientist,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,55410,France,Medium,2022
Product Data Analyst,Full-Time,Senior,Expert,57000,United States Dollar,Russia,57000,Georgia,Large,2023
Autonomous Vehicle Technician,Full-Time,Mid,Intermediate,120000,United States Dollar,United Kingdom,120000,United Kingdom,Medium,2023
Machine Learning Manager,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2022
Business Data Analyst,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Large,2022
Data Scientist,Full-Time,Senior,Expert,172800,United States Dollar,United Kingdom,172800,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,110000,United States Dollar,United Kingdom,110000,United Kingdom,Medium,2023
Research Engineer,Full-Time,Entry,Junior,5500000,Japanese Yen,Japan,41809,Japan,Large,2022
Sales Data Analyst,Contract,Mid,Intermediate,60000,United States Dollar,Nigeria,60000,Nigeria,Medium,2020
Analytics Engineer,Full-Time,Executive,Director,150000,United States Dollar,United States of America,150000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Large,2022
Data Analyst,Full-Time,Entry,Junior,150000,United States Dollar,United States of America,150000,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Large,2021
Data Architect,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Large,2021
Data Scientist,Full-Time,Mid,Intermediate,150000,United States Dollar,United States of America,150000,United States,Medium,2021
BI Data Analyst,Full-Time,Executive,Director,150000,United States Dollar,United States of America,150000,India,Large,2021
Applied Scientist,Full-Time,Mid,Intermediate,36000,United States Dollar,Nigeria,36000,Nigeria,Medium,2023
Data Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Medium,2021
Machine Learning Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States of America,150000,United States,Large,2020
Data Operations Analyst,Full-Time,Senior,Expert,144000,United States Dollar,United Kingdom,144000,United Kingdom,Medium,2023
Data Operations Analyst,Full-Time,Senior,Expert,77000,United States Dollar,United Kingdom,77000,United Kingdom,Medium,2023
Data Modeler,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023
Data Modeler,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,55368,United Kingdom,Medium,2023
Research Engineer,Full-Time,Senior,Expert,149850,United States Dollar,United States of America,149850,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,149850,United States Dollar,United States of America,149850,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,177300,United States Dollar,United Kingdom,177300,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,136300,United States Dollar,United Kingdom,136300,United Kingdom,Medium,2023
Research Scientist,Full-Time,Senior,Expert,149850,United States Dollar,United States of America,149850,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,149600,United States Dollar,United States of America,149600,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,149500,United States Dollar,United States of America,149500,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,Colombia,72000,Colombia,Medium,2023
Data Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Colombia,60000,Colombia,Medium,2023
Data Analyst,Full-Time,Senior,Expert,149500,United States Dollar,United States of America,149500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,149094,United States Dollar,United States of America,149094,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,149076,United States Dollar,United States of America,149076,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,149076,United States Dollar,United States of America,149076,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,149040,United States Dollar,United States of America,149040,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,149040,United States Dollar,United States of America,149040,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,149040,United States Dollar,United States of America,149040,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,149000,United States Dollar,United States of America,149000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,149000,United States Dollar,United States of America,149000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2023
Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,148750,United States Dollar,United States of America,148750,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,148700,United States Dollar,United States of America,148700,United States,Medium,2023
Data Specialist,Full-Time,Senior,Expert,148700,United States Dollar,United States of America,148700,United States,Large,2022
Machine Learning Engineer,Full-Time,Senior,Expert,148594,United States Dollar,United States of America,148594,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,148590,United States Dollar,United States of America,148590,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,Argentina,80000,Argentina,Medium,2023
Data Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Argentina,60000,Argentina,Medium,2023
Data Analyst,Full-Time,Senior,Expert,148500,United States Dollar,United States of America,148500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,148500,United States Dollar,United States of America,148500,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,207300,United States Dollar,Canada,207300,Canada,Medium,2023
Data Analyst,Full-Time,Senior,Expert,149200,United States Dollar,Canada,149200,Canada,Medium,2023
ML Engineer,Full-Time,Mid,Intermediate,148500,United States Dollar,United States of America,148500,United States,Large,2022
Research Analyst,Full-Time,Senior,Expert,148350,United States Dollar,United States of America,148350,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Large,2023
AI Scientist,Full-Time,Mid,Intermediate,120000,United States Dollar,Germany,120000,Germany,Medium,2023
Data Scientist,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,147800,United States Dollar,United States of America,147800,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,147500,United States Dollar,United States of America,147500,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,147500,United States Dollar,United States of America,147500,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,147200,United States Dollar,United States of America,147200,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,147200,United States Dollar,United States of America,147200,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Data Modeler,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Analytics Engineer,Full-Time,Senior,Expert,50000,United States Dollar,Nigeria,50000,Nigeria,Small,2023
Data Visualization Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Data Architect,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Research Scientist,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,147000,United States Dollar,United States of America,147000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,147000,United States Dollar,United States of America,147000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,147000,United States Dollar,United States of America,147000,United States,Medium,2023
