,Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year,Region
1872,Data Modeler,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110736,United Kingdom,Medium,2023,Europe
1873,Data Modeler,Full-Time,Mid,Intermediate,45000,British Pound Sterling,United Kingdom,55368,United Kingdom,Medium,2023,Europe
1874,Research Engineer,Full-Time,Senior,Expert,149850,United States Dollar,United States of America,149850,United States,Medium,2022,North America
1875,Data Scientist,Full-Time,Senior,Expert,149850,United States Dollar,United States of America,149850,United States,Medium,2022,North America
1876,Data Scientist,Full-Time,Senior,Expert,177300,United States Dollar,United Kingdom,177300,United Kingdom,Medium,2023,Europe
1877,Data Scientist,Full-Time,Senior,Expert,136300,United States Dollar,United Kingdom,136300,United Kingdom,Medium,2023,Europe
1878,Research Scientist,Full-Time,Senior,Expert,149850,United States Dollar,United States of America,149850,United States,Medium,2022,North America
1879,Data Engineer,Full-Time,Mid,Intermediate,149600,United States Dollar,United States of America,149600,United States,Medium,2023,North America
1880,Data Scientist,Full-Time,Senior,Expert,149500,United States Dollar,United States of America,149500,United States,Medium,2023,North America
1881,Data Engineer,Full-Time,Senior,Expert,72000,United States Dollar,Colombia,72000,Colombia,Medium,2023,South America
1882,Data Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Colombia,60000,Colombia,Medium,2023,South America
1883,Data Analyst,Full-Time,Senior,Expert,149500,United States Dollar,United States of America,149500,United States,Medium,2023,North America
1884,Machine Learning Engineer,Full-Time,Mid,Intermediate,149094,United States Dollar,United States of America,149094,United States,Medium,2023,North America
1885,Data Engineer,Full-Time,Senior,Expert,149076,United States Dollar,United States of America,149076,United States,Medium,2023,North America
1886,Data Scientist,Full-Time,Senior,Expert,149076,United States Dollar,United States of America,149076,United States,Medium,2023,North America
1887,Data Engineer,Full-Time,Senior,Expert,149040,United States Dollar,United States of America,149040,United States,Medium,2023,North America
1888,Data Architect,Full-Time,Senior,Expert,149040,United States Dollar,United States of America,149040,United States,Medium,2023,North America
1889,Data Architect,Full-Time,Senior,Expert,149040,United States Dollar,United States of America,149040,United States,Medium,2022,North America
1890,Data Engineer,Full-Time,Senior,Expert,149000,United States Dollar,United States of America,149000,United States,Medium,2023,North America
1891,Data Analyst,Full-Time,Senior,Expert,149000,United States Dollar,United States of America,149000,United States,Medium,2022,North America
1892,Data Scientist,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2023,North America
1893,Analytics Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2023,North America
1894,Machine Learning Infrastructure Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2022,North America
1895,Machine Learning Engineer,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2022,North America
1896,Data Scientist,Full-Time,Senior,Expert,148800,United States Dollar,United States of America,148800,United States,Medium,2022,North America
1897,Data Scientist,Full-Time,Senior,Expert,148750,United States Dollar,United States of America,148750,United States,Medium,2023,North America
1898,Data Analyst,Full-Time,Senior,Expert,148700,United States Dollar,United States of America,148700,United States,Medium,2023,North America
1899,Data Specialist,Full-Time,Senior,Expert,148700,United States Dollar,United States of America,148700,United States,Large,2022,North America
1900,Machine Learning Engineer,Full-Time,Senior,Expert,148594,United States Dollar,United States of America,148594,United States,Medium,2023,North America
1901,Machine Learning Engineer,Full-Time,Senior,Expert,148590,United States Dollar,United States of America,148590,United States,Medium,2023,North America
1902,Data Engineer,Full-Time,Senior,Expert,80000,United States Dollar,Argentina,80000,Argentina,Medium,2023,South America
1903,Data Engineer,Full-Time,Senior,Expert,60000,United States Dollar,Argentina,60000,Argentina,Medium,2023,South America
1904,Data Analyst,Full-Time,Senior,Expert,148500,United States Dollar,United States of America,148500,United States,Medium,2023,North America
1905,Machine Learning Engineer,Full-Time,Mid,Intermediate,148500,United States Dollar,United States of America,148500,United States,Medium,2023,North America
1906,Data Analyst,Full-Time,Senior,Expert,207300,United States Dollar,Canada,207300,Canada,Medium,2023,North America
1907,Data Analyst,Full-Time,Senior,Expert,149200,United States Dollar,Canada,149200,Canada,Medium,2023,North America
1908,ML Engineer,Full-Time,Mid,Intermediate,148500,United States Dollar,United States of America,148500,United States,Large,2022,North America
1909,Research Analyst,Full-Time,Senior,Expert,148350,United States Dollar,United States of America,148350,United States,Medium,2023,North America
1910,Research Engineer,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Medium,2023,North America
1911,Data Analyst,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Medium,2023,North America
1912,ML Engineer,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Large,2023,North America
1913,AI Scientist,Full-Time,Mid,Intermediate,120000,United States Dollar,Germany,120000,Germany,Medium,2023,Europe
1914,Data Scientist,Full-Time,Senior,Expert,148000,United States Dollar,United States of America,148000,United States,Medium,2022,North America
1915,Data Architect,Full-Time,Senior,Expert,147800,United States Dollar,United States of America,147800,United States,Medium,2022,North America
1916,Data Scientist,Full-Time,Senior,Expert,147500,United States Dollar,United States of America,147500,United States,Medium,2023,North America
1917,Analytics Engineer,Full-Time,Senior,Expert,147500,United States Dollar,United States of America,147500,United States,Medium,2023,North America
1918,Data Engineer,Full-Time,Mid,Intermediate,147200,United States Dollar,United States of America,147200,United States,Medium,2023,North America
1919,Data Engineer,Full-Time,Senior,Expert,147200,United States Dollar,United States of America,147200,United States,Medium,2023,North America
1920,Data Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1921,Data Engineer,Full-Time,Mid,Intermediate,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1922,Data Modeler,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1923,Data Scientist,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1924,Analytics Engineer,Full-Time,Senior,Expert,50000,United States Dollar,Nigeria,50000,Nigeria,Small,2023,Africa
1925,Data Visualization Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1926,Data Architect,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1927,Research Scientist,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1928,Machine Learning Engineer,Full-Time,Senior,Expert,147100,United States Dollar,United States of America,147100,United States,Medium,2023,North America
1929,Data Analyst,Full-Time,Senior,Expert,147000,United States Dollar,United States of America,147000,United States,Medium,2023,North America
1930,Machine Learning Engineer,Full-Time,Senior,Expert,147000,United States Dollar,United States of America,147000,United States,Medium,2023,North America
1931,Data Engineer,Full-Time,Senior,Expert,147000,United States Dollar,United States of America,147000,United States,Medium,2023,North America
1932,ML Engineer,Full-Time,Mid,Intermediate,147000,United States Dollar,United States of America,147000,United States,Medium,2023,North America
1933,Data Scientist,Full-Time,Mid,Intermediate,147000,United States Dollar,United States of America,147000,United States,Large,2021,North America
1934,Research Scientist,Full-Time,Senior,Expert,146300,United States Dollar,United States of America,146300,United States,Medium,2023,North America
1935,Data Analyst,Full-Time,Senior,Expert,146200,United States Dollar,United States of America,146200,United States,Medium,2023,North America
1936,Research Engineer,Full-Time,Mid,Intermediate,100000,Euro,United Kingdom,105066,United Kingdom,Small,2022,Europe
1937,Data Engineer,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023,Europe
1938,ETL Developer,Full-Time,Senior,Expert,146200,United States Dollar,United States of America,146200,United States,Medium,2022,North America
1939,Analytics Engineer,Full-Time,Senior,Expert,289800,United States Dollar,United Kingdom,289800,United Kingdom,Medium,2023,Europe
1940,Analytics Engineer,Full-Time,Senior,Expert,214000,United States Dollar,United Kingdom,214000,United Kingdom,Medium,2023,Europe
1941,Data Analyst,Full-Time,Senior,Expert,146190,United States Dollar,United States of America,146190,United States,Medium,2023,North America
1942,Data Scientist,Full-Time,Senior,Expert,280830,United States Dollar,Canada,280830,Canada,Medium,2023,North America
1943,Data Scientist,Full-Time,Senior,Expert,173175,United States Dollar,Canada,173175,Canada,Medium,2023,North America
1944,Data Engineer,Full-Time,Senior,Expert,146115,United States Dollar,United States of America,146115,United States,Medium,2023,North America
1945,Data Engineer,Full-Time,Mid,Intermediate,146000,United States Dollar,United States of America,146000,United States,Medium,2023,North America
1946,BI Developer,Full-Time,Mid,Intermediate,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023,Europe
